City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Kundiawa,PG,-6.0167,144.9667,65.25,95,98,2.37,overcast clouds
477,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,17.27,scattered clouds
478,Hailar,CN,49.2,119.7,63.57,50,0,7.76,clear sky
479,Salalah,OM,17.0151,54.0924,84.29,89,75,8.05,broken clouds
480,Egvekinot,RU,66.3167,-179.1667,38.5,59,8,1.21,clear sky
481,Eydhafushi,MV,5.1033,73.0708,82.62,76,100,16.11,overcast clouds
482,Orange,US,33.7,-117.7675,87.62,61,75,1.01,broken clouds
483,Vysokogornyy,RU,50.1167,139.15,51.71,78,95,4.72,overcast clouds
484,Lebane,RS,42.9239,21.7375,63.64,96,100,2.01,overcast clouds
485,Fairview,US,40.8126,-73.999,93.06,45,20,3.44,few clouds
486,Darnah,LY,32.767,22.6367,70.16,69,1,10.74,clear sky
487,Jibuti,DJ,11.5,42.5,85.42,34,40,3.49,scattered clouds
488,Parabel,RU,58.6978,81.4825,50.23,91,99,8.9,overcast clouds
489,Aklavik,CA,68.2191,-135.0107,47.12,38,12,8.63,few clouds
490,Capreol,CA,46.706,-80.9225,86.47,49,75,5.01,broken clouds
491,Mamallapuram,IN,12.6264,80.1722,85.05,72,100,12.88,overcast clouds
492,Lavrentiya,RU,65.5833,-171.0,34.79,94,100,3.24,light rain
493,Alofi,NU,-19.0595,-169.9187,80.49,61,54,8.05,broken clouds
494,Urengoy,RU,65.9667,78.3667,35.2,73,34,7.92,scattered clouds
495,Bulaevo,KZ,54.9056,70.4439,54.54,55,3,5.93,clear sky
496,Tuim,RU,54.3417,89.9261,50.65,89,46,8.34,scattered clouds
497,Caibarien,CU,22.5206,-79.4669,85.32,83,47,18.68,scattered clouds
498,Loa Janan,ID,-0.583,117.095,75.0,97,100,1.36,overcast clouds
499,Yatou,CN,37.15,122.3833,69.44,69,99,6.13,light rain
500,Praxedis Guerrero,MX,31.3667,-106.0167,100.42,9,7,25.64,clear sky
501,North Platte,US,41.1239,-100.7654,93.33,42,1,3.0,clear sky
502,Shimoda,JP,34.6667,138.95,72.16,83,95,3.44,overcast clouds
503,The Valley,AI,18.217,-63.0578,82.26,78,40,14.97,scattered clouds
504,Ndele,CF,8.4109,20.6473,71.73,85,72,3.8,broken clouds
505,Stromness,GB,58.965,-3.296,50.25,75,95,4.63,overcast clouds
506,Yichang,CN,30.7144,111.2847,78.31,82,90,1.03,overcast clouds
507,Buarcos,PT,40.166,-8.8768,60.67,91,0,8.66,clear sky
508,Lewiston,US,44.1003,-70.2148,90.23,61,1,6.91,clear sky
509,Abong Mbang,CM,3.9833,13.1833,67.77,99,99,2.51,light rain
510,Normandin,CA,48.8333,-72.5321,73.71,46,67,8.05,broken clouds
511,Basco,PH,20.4487,121.9702,83.89,75,100,10.94,overcast clouds
512,Diamantino,BR,-14.4086,-56.4461,78.37,49,74,4.23,broken clouds
513,Huilong,CN,31.8111,121.655,74.03,65,20,10.33,light rain
514,Celestun,MX,20.8667,-90.4,84.11,77,96,16.11,overcast clouds
515,Vestmannaeyjar,IS,63.4427,-20.2734,47.98,88,100,16.33,overcast clouds
516,Baijiantan,CN,45.6333,85.1833,64.45,28,78,6.44,broken clouds
517,Lompoc,US,34.6391,-120.4579,76.78,73,90,8.01,overcast clouds
518,Bandarbeyla,SO,9.4942,50.8122,78.87,87,3,25.34,clear sky
519,Dali,CN,25.7,100.1833,62.08,91,50,3.13,scattered clouds
520,Yulara,AU,-25.2406,130.9889,39.04,75,37,5.75,scattered clouds
521,Brown Deer,US,43.1633,-87.9645,87.71,42,75,17.27,broken clouds
522,Baracoa,CU,20.3467,-74.4958,79.65,82,48,11.36,scattered clouds
523,Staffanstorp,SE,55.6428,13.2064,63.07,72,0,6.02,clear sky
524,Sur,OM,22.5667,59.5289,83.82,78,0,11.39,clear sky
525,Paderborn,DE,51.7191,8.7544,60.58,96,90,3.85,overcast clouds
526,Tilichiki,RU,60.4667,166.1,37.87,96,100,6.15,light rain
527,Anahuac,MX,27.2333,-100.15,104.2,22,0,15.82,clear sky
528,Tuatapere,NZ,-46.1333,167.6833,49.82,79,18,4.63,few clouds
529,Kenora,CA,49.8167,-94.4337,78.19,57,75,11.5,broken clouds
530,Salinopolis,BR,-0.6136,-47.3561,77.79,86,37,9.42,scattered clouds
531,Vasudevanallur,IN,9.2333,77.4167,78.08,77,93,7.94,overcast clouds
532,Bulawayo,ZW,-20.15,28.5833,46.51,86,0,12.57,clear sky
533,Malanje,AO,-9.5402,16.341,61.07,49,52,3.06,broken clouds
534,Necochea,AR,-38.5473,-58.7368,47.03,57,100,6.82,overcast clouds
535,Santa Maria,BR,-29.6842,-53.8069,58.3,100,90,12.28,overcast clouds
536,Ketchikan,US,55.3422,-131.6461,53.58,93,90,13.8,light rain
537,Belmonte,BR,-15.8631,-38.8828,77.5,87,15,6.38,few clouds
538,Te Anau,NZ,-45.4167,167.7167,42.51,84,12,1.21,few clouds
539,Lae,PG,-6.7221,146.9847,81.01,77,81,3.74,broken clouds
540,Axim,GH,4.8699,-2.2405,79.14,82,11,8.9,few clouds
541,Kataysk,RU,56.289,62.5841,54.86,68,9,6.64,clear sky
542,Kwinana,AU,-32.25,115.7667,50.0,80,16,10.02,few clouds
543,Lazaro Cardenas,MX,17.9583,-102.2,87.44,61,89,12.66,overcast clouds
544,Pinawa,CA,50.1489,-95.8811,73.04,53,49,11.48,scattered clouds
545,Mackay,AU,-21.15,149.2,66.04,67,90,5.75,overcast clouds
546,Severodvinsk,RU,64.5635,39.8302,35.71,67,7,9.26,clear sky
547,Aykhal,RU,66.0,111.5,36.91,75,93,26.33,overcast clouds
548,Great Yarmouth,GB,52.6083,1.7305,58.08,70,88,7.63,overcast clouds
549,Nyurba,RU,63.2842,118.3319,50.67,64,92,13.82,overcast clouds
550,Pesqueria,MX,25.7833,-100.05,101.19,19,0,12.57,clear sky
551,Neiafu,TO,-18.65,-173.9833,81.28,74,20,9.22,few clouds
552,Morag,PL,53.9171,19.926,50.77,76,81,2.89,broken clouds
553,Ulagan,RU,50.6321,87.9563,40.05,89,15,1.79,few clouds
554,Sabha,LY,27.0377,14.4283,82.11,18,60,12.55,broken clouds
555,Saint-Pierre,RE,-21.3393,55.4781,73.08,85,75,24.16,light rain
556,Port Lincoln,AU,-34.7333,135.8667,60.82,52,94,23.8,overcast clouds
557,Hendek,TR,40.7994,30.7481,50.32,57,38,4.97,scattered clouds
558,Matara,LK,5.9485,80.5353,78.22,90,96,9.71,overcast clouds
559,Viedma,AR,-40.8135,-62.9967,49.87,44,98,11.36,overcast clouds
560,Magadi,IN,12.9667,77.2333,71.94,91,100,6.22,overcast clouds
561,Vanimo,PG,-2.6741,141.3028,78.62,89,100,7.09,light rain
562,Saint-Denis,FR,48.9167,2.3333,65.14,77,0,3.0,clear sky
563,Manakara,MG,-22.1333,48.0167,66.25,88,69,8.52,moderate rain
564,Manokwari,ID,-0.8667,134.0833,79.77,77,100,1.21,overcast clouds
565,Miraflores,MX,19.2167,-98.8083,77.65,58,92,0.58,overcast clouds
566,Aripuana,BR,-9.1667,-60.6333,79.27,69,100,0.94,overcast clouds
567,Moranbah,AU,-22.0016,148.0466,60.31,57,5,12.5,clear sky
568,Havre,FR,49.5833,0.3333,54.45,94,0,2.04,clear sky
569,Batemans Bay,AU,-35.7167,150.1833,53.91,69,100,4.18,overcast clouds
570,Gubkinskiy,RU,64.434,76.5026,37.58,64,10,10.4,clear sky
571,Hattiesburg,US,31.3271,-89.2903,73.72,93,75,6.91,broken clouds
572,Dunga Bunga,PK,29.7493,73.2432,94.24,30,0,7.94,clear sky
573,Chuguyevka,RU,44.1653,133.8633,63.93,67,1,0.54,clear sky
574,Williamsport,US,41.2412,-77.0011,90.1,39,75,8.05,broken clouds
575,Suksun,RU,57.1431,57.3949,52.29,71,54,3.67,broken clouds
576,Council Bluffs,US,41.2619,-95.8608,85.05,60,75,11.5,broken clouds
577,Nara,JP,34.6851,135.8049,74.25,69,100,1.25,overcast clouds
578,La Reforma,MX,25.0833,-108.05,99.75,47,16,12.37,few clouds
579,Hukuntsi,BW,-24.0,21.75,47.17,56,0,11.18,clear sky
580,Maryborough,AU,-25.5333,152.7,59.11,65,0,5.84,clear sky
581,Itambacuri,BR,-18.0311,-41.685,68.11,81,62,4.09,broken clouds
582,Biloela,AU,-24.4167,150.5,62.1,46,0,4.65,clear sky
583,Mama,RU,58.3106,112.8986,52.03,74,100,5.93,overcast clouds
584,Dubno,UA,50.4169,25.7343,56.89,92,61,5.28,broken clouds
585,Gorin,RU,51.1983,136.6669,54.84,80,67,4.47,broken clouds
586,Coahuayana,MX,18.7333,-103.6833,94.48,54,79,6.73,broken clouds
587,Coquimbo,CL,-29.9533,-71.3436,55.13,87,90,6.53,overcast clouds
588,Porto Walter,BR,-8.2686,-72.7439,76.53,87,98,1.63,overcast clouds
589,Halifax,CA,44.6453,-63.5724,75.09,77,86,10.36,overcast clouds
590,Yunyang,CN,33.4474,112.7142,76.98,65,100,10.36,overcast clouds
591,Shingu,JP,33.7333,135.9833,69.4,80,100,0.67,light rain
592,Loreto,MX,22.2667,-101.9667,82.71,17,13,5.66,few clouds
593,Kieta,PG,-6.2167,155.6333,82.51,78,84,4.76,light rain
594,Fairbanks,US,64.8378,-147.7164,70.14,46,90,11.5,light rain
595,Muroto,JP,33.2833,134.15,69.84,64,100,2.19,overcast clouds
596,Tukrah,LY,32.5341,20.5791,70.27,63,3,6.71,clear sky
597,Angoche,MZ,-16.2325,39.9086,72.79,72,94,12.82,overcast clouds
598,Imbituba,BR,-28.24,-48.6703,64.29,97,100,7.78,heavy intensity rain
599,Kenai,US,60.5544,-151.2583,69.03,53,1,12.66,clear sky
600,Zernograd,RU,46.8452,40.3083,59.67,96,57,10.42,broken clouds
601,Skjervoy,NO,70.0311,20.9714,47.28,65,45,2.82,scattered clouds
602,Moose Factory,CA,51.2585,-80.6094,73.4,68,75,11.5,broken clouds
603,Bolobo,CD,-2.1667,16.2333,71.13,91,32,3.02,scattered clouds
604,Pleshanovo,RU,52.8333,53.4833,56.35,66,1,4.21,clear sky
605,Nabire,ID,-3.3667,135.4833,78.01,88,87,1.79,overcast clouds
606,Singaraja,ID,-8.112,115.0882,77.65,79,11,3.89,few clouds
607,Wilmington,US,34.2257,-77.9447,80.98,81,40,8.05,scattered clouds
608,Birao,CF,10.2849,22.7882,77.94,67,36,4.0,scattered clouds
609,Biabou,VC,13.2,-61.1333,82.49,83,75,14.97,broken clouds
610,Les Cayes,HT,18.2,-73.75,82.06,72,42,9.24,scattered clouds
611,Scottsbluff,US,41.8666,-103.6672,89.83,34,1,8.99,clear sky
612,Vyritsa,RU,59.4078,30.3481,60.31,78,75,4.5,broken clouds
613,Ilhabela,BR,-23.7781,-45.3581,69.53,91,34,6.55,scattered clouds
614,Mana,GF,5.6592,-53.7767,76.14,89,100,6.29,overcast clouds
615,Xining,CN,36.6167,101.7667,49.87,81,87,2.13,overcast clouds
616,Noumea,NC,-22.2763,166.4572,73.0,99,98,8.79,overcast clouds
617,Nyrob,RU,60.733,56.7202,51.82,79,77,1.79,broken clouds
618,Todos Santos,MX,23.45,-110.2167,100.31,64,26,7.76,scattered clouds
619,Proletarskiy,RU,50.7914,35.7731,55.49,95,41,3.85,scattered clouds
620,Hongjiang,CN,27.11,109.9956,71.38,82,85,2.04,overcast clouds
621,Jiazi,CN,22.8779,116.067,77.02,79,32,16.37,scattered clouds
622,Inhambane,MZ,-23.865,35.3833,67.21,74,82,10.96,light rain
623,Bondoukou,CI,8.0333,-2.8,75.52,83,13,5.21,few clouds
624,Charlottesville,US,38.0293,-78.4767,90.41,65,99,3.0,overcast clouds
625,Meadow Lake,US,34.8014,-106.5436,95.68,10,32,15.52,scattered clouds
626,Virginia Beach,US,36.8529,-75.978,89.71,74,75,12.66,broken clouds
627,Banjar,ID,-8.19,114.9675,78.66,87,14,4.52,few clouds
628,Coleraine,GB,55.1333,-6.6667,52.59,89,100,5.7,overcast clouds
629,Nelson Bay,AU,-32.7167,152.15,51.12,86,28,5.73,scattered clouds
630,Progreso,MX,21.2833,-89.6667,84.97,72,84,17.34,broken clouds
631,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.12,62,100,3.13,overcast clouds
632,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.34,85,100,13.82,light rain
633,Meulaboh,ID,4.1363,96.1285,74.19,88,100,5.39,overcast clouds
634,Gouyave,GD,12.1646,-61.7296,81.37,74,20,18.34,few clouds
635,Slimnic,RO,45.9167,24.1667,55.26,88,0,3.78,clear sky
636,Dudinka,RU,69.4058,86.1778,31.59,95,100,6.22,overcast clouds
637,Roald,NO,62.5833,6.1333,56.91,93,75,2.3,broken clouds
638,Cuamba,MZ,-14.8031,36.5372,60.48,87,37,7.47,scattered clouds
639,Awbari,LY,26.5921,12.7805,83.62,18,94,11.32,overcast clouds
640,Mogadishu,SO,2.0371,45.3438,78.82,87,47,20.56,scattered clouds
641,Tanabe,JP,33.7333,135.3667,68.41,84,100,4.18,overcast clouds
642,Galle,LK,6.0367,80.217,79.88,85,93,11.45,overcast clouds
643,Bhanpura,IN,24.513,75.7469,87.85,48,62,17.13,broken clouds
644,Sikeston,US,36.8767,-89.5879,78.98,78,75,11.5,broken clouds
645,Santa Cruz,BO,-17.8,-63.1667,73.45,78,75,4.61,broken clouds
646,Monte Alegre De Sergipe,BR,-10.0272,-37.5622,69.19,95,2,5.77,clear sky
647,Wuhu,CN,31.3366,118.3755,73.31,68,100,6.17,overcast clouds
648,Rancho Palos Verdes,US,33.7445,-118.387,81.93,71,40,3.0,scattered clouds
649,Yazd,IR,31.8972,54.3675,91.51,10,0,16.11,clear sky
650,Mbandaka,CD,0.0487,18.2603,68.94,98,97,4.81,overcast clouds
651,Sobolevo,RU,54.4299,31.8996,54.46,92,57,6.53,broken clouds
652,Ukiah,US,39.1502,-123.2078,91.13,30,1,13.8,clear sky
653,Chiredzi,ZW,-21.05,31.6667,59.2,83,92,4.97,overcast clouds
654,Brawley,US,32.9787,-115.5303,103.17,12,1,8.21,clear sky
655,Kavaratti,IN,10.5669,72.642,82.08,78,100,12.5,overcast clouds
656,Turukhansk,RU,65.8167,87.9833,33.85,80,74,7.14,broken clouds
657,Suluq,LY,31.6682,20.2521,72.75,43,4,5.95,clear sky
658,Anau,PF,-16.5167,-151.7333,80.91,77,83,11.77,broken clouds
659,San Buenaventura,MX,27.0833,-101.5333,109.11,10,1,8.9,clear sky
660,High Rock,BS,26.6208,-78.2833,84.22,78,87,16.42,overcast clouds
661,Kitimat,CA,54.0524,-128.6534,58.91,67,100,1.99,overcast clouds
662,Muhos,FI,64.808,25.9931,58.78,90,99,4.34,overcast clouds
663,Manaus,BR,-3.1019,-60.025,86.5,74,40,2.3,scattered clouds
664,San Isidro,PE,-12.1167,-77.05,65.79,85,90,8.9,overcast clouds
665,Bozhou,CN,33.8772,115.7703,79.81,49,91,7.65,light rain
666,Panorama,GR,40.5878,23.0315,69.53,80,20,1.01,few clouds
667,Bloomsburg,US,41.0037,-76.4549,91.08,67,7,4.38,clear sky
668,Qiongshan,CN,20.0058,110.3542,78.78,89,0,4.99,clear sky
669,Panacan,PH,9.2463,118.4082,78.91,80,100,1.01,overcast clouds
670,Ust-Omchug,RU,61.15,149.6333,44.85,75,99,5.32,overcast clouds
671,Ulaangom,MN,49.9811,92.0667,48.51,63,33,2.8,scattered clouds
672,Waipawa,NZ,-41.4122,175.5153,55.02,82,100,6.82,overcast clouds
673,Ust-Maya,RU,60.4167,134.5333,72.28,52,93,10.33,overcast clouds
674,Visnes,NO,59.3556,5.2242,56.57,88,56,10.36,broken clouds
675,Vuktyl,RU,63.8567,57.3094,42.42,54,26,4.45,scattered clouds
676,Nishihara,JP,26.1842,127.7558,74.86,97,90,6.17,light rain
677,La Asuncion,VE,11.0333,-63.8628,83.93,74,91,15.9,overcast clouds
678,Adeje,ES,28.1227,-16.726,67.01,70,20,1.99,few clouds
679,Gat,IL,31.61,34.7642,68.68,74,0,1.36,clear sky
680,Yarim,YE,14.298,44.3779,61.52,60,2,3.36,clear sky
681,Udachnyy,RU,66.4167,112.4,43.39,63,82,23.38,broken clouds
682,Verkhnyaya Inta,RU,65.9811,60.3094,37.2,68,98,6.89,overcast clouds
683,Svetlogorsk,BY,52.6333,29.7333,54.91,94,54,6.29,broken clouds
684,Linfen,CN,36.0889,111.5189,84.52,21,100,3.29,overcast clouds
685,Tbilisskaya,RU,45.3633,40.19,54.19,93,88,7.85,overcast clouds
686,North Bend,US,43.4065,-124.2243,67.95,55,40,17.27,scattered clouds
687,Kaltasy,RU,55.9693,54.8032,53.62,68,1,2.39,clear sky
688,Mortka,RU,59.3322,66.0214,53.71,94,63,4.36,broken clouds
689,Burgeo,CA,47.6167,-57.6152,56.14,64,15,13.91,few clouds
690,Singkang,MY,2.1006,102.7994,75.09,92,87,1.25,overcast clouds
691,Port-De-Bouc,FR,43.4,4.9833,69.96,64,0,23.49,clear sky
692,Craig,US,40.5153,-107.5464,85.19,20,1,25.32,clear sky
693,Ilo,PE,-17.6394,-71.3375,62.1,86,18,4.76,few clouds
694,Surt,LY,31.2089,16.5887,73.54,45,32,12.86,scattered clouds
695,Duartina,BR,-22.4144,-49.4039,79.95,44,63,3.49,broken clouds
696,Fillan,NO,63.6064,8.9696,55.02,94,56,9.42,broken clouds
697,Teya,RU,60.3778,92.6267,43.45,97,100,3.02,light rain
698,Sokolskoye,RU,57.1412,43.1589,57.54,87,82,4.36,broken clouds
699,Monduli,TZ,-3.3,36.45,57.74,82,66,5.5,broken clouds
700,Pangkalanbuun,ID,-2.6833,111.6167,73.96,98,82,2.44,broken clouds
701,Aasiaat,GL,68.7098,-52.8699,37.06,85,65,7.4,broken clouds
702,Camabatela,AO,-8.1881,15.375,61.65,51,78,3.38,broken clouds
703,Zakharovo,RU,54.366,39.2792,56.68,96,68,5.41,broken clouds
704,Nassjo,SE,57.6531,14.6968,54.52,76,45,4.43,scattered clouds
705,Bongandanga,CD,1.5,21.05,69.03,99,99,2.48,overcast clouds
706,Vung Tau,VN,10.346,107.0843,82.44,82,100,14.88,overcast clouds
707,Bonito,BR,-21.1211,-56.4819,79.61,42,74,4.21,broken clouds
708,Mendi,PG,-6.1761,143.6513,59.47,88,97,0.2,overcast clouds
709,Cheyenne,US,41.14,-104.8203,79.12,35,40,16.11,scattered clouds
710,Dortyol,TR,36.8616,36.2289,71.76,64,0,0.74,clear sky
711,Buritizeiro,BR,-17.3511,-44.9622,73.98,54,93,2.8,overcast clouds
712,Tadine,NC,-21.55,167.8833,72.77,59,90,11.74,overcast clouds
