City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Ribeira Grande,PT,2021-06-06 19:21:33,38.5167,-28.7,68.4,83,40,10.36
275,Nhulunbuy,AU,2021-06-06 19:26:34,-12.2333,136.7667,75.81,83,86,6.91
276,Manuk Mangkaw,PH,2021-06-06 19:26:34,4.8,119.85,83.59,72,98,4.27
277,Pacasmayo,PE,2021-06-06 19:26:34,-7.4006,-79.5714,69.85,75,99,12.73
278,Homer,US,2021-06-06 19:26:35,59.6425,-151.5483,59.04,71,1,9.22
279,Portel,BR,2021-06-06 19:26:35,-1.9356,-50.8211,87.39,58,100,3.49
280,Gurlan,UZ,2021-06-06 19:26:35,41.8447,60.3919,82.47,20,3,8.48
281,Houma,US,2021-06-06 19:23:04,29.5958,-90.7195,77.0,71,100,13.38
282,Yar-Sale,RU,2021-06-06 19:24:11,66.8333,70.8333,36.48,74,37,11.32
283,Dingle,PH,2021-06-06 19:20:41,10.9995,122.6711,75.67,87,100,2.21
284,Nome,US,2021-06-06 19:24:31,64.5011,-165.4064,37.17,93,90,8.05
285,Buchanan,LR,2021-06-06 19:21:43,5.8808,-10.0467,80.56,84,98,4.07
286,La Ronge,CA,2021-06-06 19:24:04,55.1001,-105.2842,61.05,59,75,6.91
287,Prigen,ID,2021-06-06 19:22:52,-7.6833,112.6167,69.33,89,54,3.47
288,Lebyazhye,RU,2021-06-06 19:26:37,55.2689,66.4947,58.28,49,0,6.71
289,Cairns,AU,2021-06-06 19:26:37,-16.9167,145.7667,71.55,83,75,8.05
290,La Romana,DO,2021-06-06 19:26:38,18.4273,-68.9728,84.56,84,40,6.91
291,Prince Rupert,CA,2021-06-06 19:23:30,54.3161,-130.3201,48.29,93,90,8.05
292,Kamakhyanagar,IN,2021-06-06 19:26:38,20.9333,85.55,85.82,57,89,2.84
293,Lagoa,PT,2021-06-06 19:26:39,39.05,-27.9833,64.13,90,100,12.53
294,Ponta Do Sol,PT,2021-06-06 19:21:30,32.6667,-17.1,70.72,76,0,1.97
295,Isangel,VU,2021-06-06 19:26:39,-19.55,169.2667,71.01,65,100,11.63
296,Ostersund,SE,2021-06-06 19:24:03,63.1792,14.6357,61.61,82,90,3.44
297,Faratsiho,MG,2021-06-06 19:26:40,-19.4,46.95,49.59,92,87,6.46
298,Tocopilla,CL,2021-06-06 19:26:40,-22.092,-70.1979,68.58,60,77,8.5
299,Meulaboh,ID,2021-06-06 19:21:31,4.1363,96.1285,75.13,88,100,4.09
300,Serebryansk,KZ,2021-06-06 19:26:41,49.6925,83.2892,47.75,70,0,1.97
301,Ahipara,NZ,2021-06-06 19:20:51,-35.1667,173.1667,60.39,90,100,15.41
302,Ostrovnoy,RU,2021-06-06 19:23:17,68.0531,39.5131,40.48,80,7,8.99
303,Fort Nelson,CA,2021-06-06 19:21:19,58.8053,-122.7002,53.19,76,75,9.22
304,Cockburn Town,TC,2021-06-06 19:22:54,21.4612,-71.1419,80.1,80,6,21.61
305,Nabire,ID,2021-06-06 19:26:42,-3.3667,135.4833,75.0,92,99,3.0
306,Sakakah,SA,2021-06-06 19:26:42,29.9697,40.2064,87.37,13,0,7.7
307,Hofn,IS,2021-06-06 19:25:01,64.2539,-15.2082,47.64,90,100,11.52
308,Gewane,ET,2021-06-06 19:26:42,10.1664,40.6453,93.18,25,100,3.89
309,Inhambane,MZ,2021-06-06 19:23:51,-23.865,35.3833,67.98,70,56,13.94
310,Muzhi,RU,2021-06-06 19:26:43,65.3667,64.6667,38.93,52,7,7.07
311,Galesong,ID,2021-06-06 19:26:43,-5.3166,119.3661,73.42,71,12,4.81
312,Rawson,AR,2021-06-06 19:21:57,-43.3002,-65.1023,55.44,40,16,19.44
313,Talnakh,RU,2021-06-06 19:20:45,69.4865,88.3972,29.59,99,100,3.04
314,Qaqortoq,GL,2021-06-06 19:26:44,60.7167,-46.0333,57.7,81,100,4.59
315,Iqaluit,CA,2021-06-06 19:22:34,63.7506,-68.5145,37.13,69,75,4.0
316,Valdivia,CL,2021-06-06 19:22:54,-39.8142,-73.2459,42.89,79,100,1.77
317,Maniitsoq,GL,2021-06-06 19:24:51,65.4167,-52.9,41.36,88,100,6.55
318,Umm Lajj,SA,2021-06-06 19:21:49,25.0213,37.2685,84.06,53,0,11.92
319,Hobyo,SO,2021-06-06 19:23:44,5.3505,48.5268,79.12,86,51,26.66
320,Norman Wells,CA,2021-06-06 19:20:37,65.282,-126.8329,50.04,76,90,10.36
321,Omboue,GA,2021-06-06 19:26:45,-1.5746,9.2618,76.86,93,55,5.03
322,Shimoda,JP,2021-06-06 19:23:10,34.6667,138.95,68.11,88,100,7.72
323,Geraldton,AU,2021-06-06 19:24:00,-28.7667,114.6,52.21,93,70,13.2
324,Shadrinsk,RU,2021-06-06 19:26:46,56.0852,63.6335,58.62,56,7,7.81
325,Mafinga,TZ,2021-06-06 19:26:46,-7.25,35.0667,67.59,58,55,6.98
326,Coutances,FR,2021-06-06 19:26:47,49.05,-1.4333,62.69,85,100,4.45
327,Verkhnyaya Toyma,RU,2021-06-06 19:26:47,62.2349,44.9985,60.24,75,15,6.96
328,Azare,NG,2021-06-06 19:26:48,11.6765,10.1948,86.25,40,92,15.61
329,Barranca,PE,2021-06-06 19:26:48,-10.75,-77.7667,69.39,67,97,8.88
330,Praia Da Vitoria,PT,2021-06-06 19:23:16,38.7333,-27.0667,70.05,73,40,5.12
331,Kyabe,TD,2021-06-06 19:26:49,9.4515,18.9449,84.63,49,15,6.69
332,Sisimiut,GL,2021-06-06 19:26:49,66.9395,-53.6735,41.4,89,100,5.46
333,Rio Brilhante,BR,2021-06-06 19:26:50,-21.8019,-54.5464,90.77,26,34,10.47
334,Northam,GB,2021-06-06 19:23:18,51.0333,-4.2167,63.91,81,27,5.48
335,Tucurui,BR,2021-06-06 19:26:50,-3.7661,-49.6725,85.62,61,84,4.85
336,Shumskiy,RU,2021-06-06 19:26:51,54.8318,99.1328,42.15,88,14,3.85
337,San Vicente,AR,2021-06-06 19:26:51,-26.6167,-54.1333,62.98,92,100,3.49
338,Severnyy,RU,2021-06-06 19:26:52,50.677,36.5532,59.04,88,0,4.47
339,Manicore,BR,2021-06-06 19:26:52,-5.8092,-61.3003,85.28,64,100,2.84
340,Mulanje,MW,2021-06-06 19:26:53,-16.0316,35.5,59.88,93,100,5.19
341,Kuala Terengganu,MY,2021-06-06 19:26:53,5.3302,103.1408,78.75,89,20,2.3
342,Shimonoseki,JP,2021-06-06 19:26:53,33.95,130.95,66.2,88,75,2.24
343,Deep River,CA,2021-06-06 19:26:54,46.1001,-77.4995,92.43,47,86,9.26
344,Maneadero,MX,2021-06-06 19:26:54,31.7167,-116.5667,67.19,75,13,8.01
345,Dunda,TZ,2021-06-06 19:26:55,-8.1167,34.25,65.41,60,85,5.53
346,Saint Anthony,US,2021-06-06 19:23:57,45.0205,-93.218,91.09,39,1,5.01
347,Spirit River,CA,2021-06-06 19:26:55,55.7833,-118.8361,63.03,67,44,17.81
348,Sioux Lookout,CA,2021-06-06 19:26:56,50.1001,-91.917,82.78,69,75,8.05
349,Aswan,EG,2021-06-06 19:23:34,24.0934,32.907,89.87,11,6,12.53
350,Grindavik,IS,2021-06-06 19:25:04,63.8424,-22.4338,49.95,87,75,15.93
351,Podyuga,RU,2021-06-06 19:26:57,61.095,40.8647,59.61,78,45,0.87
352,Miraflores,MX,2021-06-06 19:26:57,19.2167,-98.8083,72.36,46,86,2.53
353,Nikolskiy,RU,2021-06-06 19:26:57,60.9151,34.0645,63.12,67,85,5.84
354,Manacapuru,BR,2021-06-06 19:26:58,-3.2997,-60.6206,90.18,60,98,2.89
355,Bethel,US,2021-06-06 19:22:37,41.3712,-73.414,94.17,45,1,12.66
356,George Town,MY,2021-06-06 19:23:04,5.4112,100.3354,80.89,88,20,3.44
357,Potiskum,NG,2021-06-06 19:26:58,11.7091,11.0694,85.86,45,96,3.71
358,Te Anau,NZ,2021-06-06 19:22:46,-45.4167,167.7167,36.72,94,20,1.34
359,Xapuri,BR,2021-06-06 19:26:59,-10.6517,-68.5044,92.59,40,93,1.07
360,Walvis Bay,NA,2021-06-06 19:24:29,-22.9575,14.5053,75.09,24,0,5.79
361,Port Augusta,AU,2021-06-06 19:26:59,-32.5,137.7667,57.34,66,5,13.13
362,Vallenar,CL,2021-06-06 19:27:00,-28.5708,-70.7581,74.16,33,0,6.73
363,Palia Kalan,IN,2021-06-06 19:27:00,28.45,80.5833,87.21,35,4,5.39
364,North Bend,US,2021-06-06 19:27:01,43.4065,-124.2243,65.25,60,20,9.22
365,Agadir,MA,2021-06-06 19:27:01,30.4202,-9.5982,70.25,76,9,4.94
366,Port Lincoln,AU,2021-06-06 19:27:02,-34.7333,135.8667,59.86,52,100,21.21
367,Bud,US,2021-06-06 19:22:59,39.447,-86.1758,84.15,69,100,11.86
368,Seoul,KR,2021-06-06 19:21:14,37.5683,126.9778,65.77,85,20,1.81
369,Nizhniy Kuranakh,RU,2021-06-06 19:27:02,58.8353,125.4869,68.9,45,100,10.85
370,Tlanchinol,MX,2021-06-06 19:27:03,20.9833,-98.65,85.91,34,51,6.44
371,Sobolevo,RU,2021-06-06 19:27:03,54.4299,31.8996,57.65,88,46,5.77
372,Aasiaat,GL,2021-06-06 19:22:38,68.7098,-52.8699,36.25,88,69,3.29
373,Khakurinokhabl,RU,2021-06-06 19:27:04,45.0201,40.2291,55.38,92,48,8.23
374,Kaduna,NG,2021-06-06 19:23:16,10.5222,7.4383,73.53,83,100,5.41
375,Revda,RU,2021-06-06 19:27:04,56.801,59.9303,54.41,68,7,3.91
376,Lebu,CL,2021-06-06 19:23:51,-37.6167,-73.65,51.76,69,100,1.95
377,Sao Filipe,CV,2021-06-06 19:21:43,14.8961,-24.4956,76.48,66,7,9.04
378,Awjilah,LY,2021-06-06 19:27:05,29.1081,21.2869,82.49,18,0,7.74
379,Poum,NC,2021-06-06 19:27:06,-20.2333,164.0167,72.28,61,41,17.25
380,Ouallam,NE,2021-06-06 19:27:06,14.3188,2.0866,98.31,27,99,9.91
381,Weiser,US,2021-06-06 19:27:07,44.251,-116.9693,70.32,28,74,4.9
382,Gizo,SB,2021-06-06 19:27:07,-8.103,156.8419,81.86,78,20,8.05
383,Tucuman,AR,2021-06-06 19:27:07,-26.8241,-65.2226,66.2,48,93,0.34
384,Talcahuano,CL,2021-06-06 19:27:08,-36.7167,-73.1167,55.08,58,75,3.44
385,Vila Franca Do Campo,PT,2021-06-06 19:27:08,37.7167,-25.4333,68.41,77,100,4.25
386,Bichura,RU,2021-06-06 19:27:08,50.5881,107.6022,40.37,97,100,3.13
387,San Quintin,MX,2021-06-06 19:21:18,30.4833,-115.95,66.51,61,12,12.1
388,Tezu,IN,2021-06-06 19:27:09,27.9167,96.1667,73.13,97,99,2.8
389,San Ramon,US,2021-06-06 19:24:40,37.7799,-121.978,84.6,46,1,8.01
390,Birobidzhan,RU,2021-06-06 19:27:09,48.8,132.95,53.38,76,5,6.13
391,Pozega,HR,2021-06-06 19:27:10,45.3403,17.6853,68.77,94,100,1.1
392,Mao,ES,2021-06-06 19:27:10,39.8885,4.2658,68.56,68,0,3.44
393,Ambon,ID,2021-06-06 19:27:10,-3.6954,128.1814,80.24,80,100,9.89
394,Lompoc,US,2021-06-06 19:23:58,34.6391,-120.4579,73.69,81,90,9.01
395,Ixhuatan,MX,2021-06-06 19:27:11,16.3569,-94.4825,89.08,62,100,6.33
396,Chalus,IR,2021-06-06 19:27:11,36.655,51.4204,71.06,83,75,4.61
397,Kavaratti,IN,2021-06-06 19:27:12,10.5669,72.642,82.85,75,100,10.8
398,Aquidauana,BR,2021-06-06 19:27:12,-20.4711,-55.7872,94.19,25,19,7.58
399,Zemlyansk,RU,2021-06-06 19:27:13,51.9041,38.7334,58.64,92,20,6.38
400,Hay River,CA,2021-06-06 19:27:13,60.8156,-115.7999,46.38,61,75,14.97
401,Oloron-Sainte-Marie,FR,2021-06-06 19:27:13,43.1944,-0.6107,69.73,82,30,4.18
402,Aksu,CN,2021-06-06 19:27:14,41.1231,80.2644,78.6,22,83,10.16
403,Xixiang,CN,2021-06-06 19:27:14,35.1628,112.865,83.62,36,100,0.98
404,Uchaly,RU,2021-06-06 19:27:14,54.2996,59.4521,52.81,57,71,2.77
405,Whitehorse,CA,2021-06-06 19:23:53,60.7161,-135.0538,53.02,93,75,16.11
406,Kodinsk,RU,2021-06-06 19:27:15,58.6881,99.1844,40.57,71,19,4.05
407,Half Moon Bay,US,2021-06-06 19:27:16,37.4636,-122.4286,81.91,63,1,1.01
408,Hamilton,US,2021-06-06 19:21:33,39.1834,-84.5333,84.38,66,40,3.0
409,Bouar,CF,2021-06-06 19:27:16,5.934,15.596,65.5,96,73,0.6
410,Balykshi,KZ,2021-06-06 19:27:17,47.0667,51.8667,69.8,56,40,6.71
411,Broome,US,2021-06-06 19:22:36,42.2506,-75.833,89.69,46,40,4.0
412,Little Current,CA,2021-06-06 19:27:17,45.9793,-81.9248,84.29,70,66,10.16
413,Buin,CL,2021-06-06 19:27:18,-33.7333,-70.75,67.08,43,100,5.46
414,Quatre Cocos,MU,2021-06-06 19:23:01,-20.2078,57.7625,73.51,82,23,10.09
415,Samarai,PG,2021-06-06 19:23:36,-10.6167,150.6667,78.1,89,100,15.01
416,Lorengau,PG,2021-06-06 19:20:55,-2.0226,147.2712,79.68,79,100,3.71
417,Nago,JP,2021-06-06 19:27:19,26.5881,127.9761,77.16,92,100,7.11
418,Tessalit,ML,2021-06-06 19:27:19,20.1986,1.0114,102.79,8,96,9.28
419,Ketchikan,US,2021-06-06 19:24:22,55.3422,-131.6461,52.27,82,90,12.66
420,Tecuala,MX,2021-06-06 19:27:20,22.3986,-105.4569,98.31,34,6,10.54
421,Lanzhou,CN,2021-06-06 19:27:20,36.0564,103.7922,56.48,52,100,4.88
422,Ambrolauri,GE,2021-06-06 19:27:21,42.5211,43.1622,52.5,100,100,3.49
423,Colares,PT,2021-06-06 19:27:21,38.7992,-9.4469,68.99,67,20,20.0
424,Jaszbereny,HU,2021-06-06 19:23:14,47.5,19.9167,72.07,69,0,3.11
425,Kokomo,US,2021-06-06 19:27:21,40.4864,-86.1336,86.76,57,75,17.27
426,Ust-Shonosha,RU,2021-06-06 19:27:22,61.1531,41.343,61.57,74,81,0.67
427,Contamana,PE,2021-06-06 19:27:22,-7.3333,-75.0167,87.71,56,100,3.24
428,Urengoy,RU,2021-06-06 19:27:23,65.9667,78.3667,34.48,75,67,6.93
429,Genhe,CN,2021-06-06 19:27:23,50.7833,121.5167,47.77,68,6,2.44
430,Bosaso,SO,2021-06-06 19:24:08,11.2842,49.1816,91.6,45,0,3.29
431,Asau,RO,2021-06-06 19:22:32,46.4333,26.4,60.28,84,6,3.87
432,Shimanovsk,RU,2021-06-06 19:27:24,52.0,127.7,53.44,64,18,6.8
433,Tarancon,ES,2021-06-06 19:27:25,40.0085,-3.0073,77.9,37,0,2.33
434,Sao Joao Da Barra,BR,2021-06-06 19:27:25,-21.6403,-41.0511,78.89,81,100,14.81
435,Mount Isa,AU,2021-06-06 19:27:25,-20.7333,139.5,46.17,71,0,0.0
436,Avera,US,2021-06-06 19:27:26,33.194,-82.5271,92.91,41,100,4.47
437,Dekar,BW,2021-06-06 19:27:27,-21.5333,21.9333,50.86,51,0,8.93
438,Bonfim,BR,2021-06-06 19:27:28,3.0833,-59.95,85.73,66,82,6.58
439,Mangrol,IN,2021-06-06 19:27:28,21.1167,70.1167,85.21,70,11,10.56
440,Ust-Nera,RU,2021-06-06 19:27:28,64.5667,143.2,59.07,79,100,6.22
441,North Platte,US,2021-06-06 19:24:50,41.1239,-100.7654,90.0,49,1,7.0
442,Sucre,BO,2021-06-06 19:25:11,-19.0333,-65.2627,60.49,51,55,10.54
443,Mahibadhoo,MV,2021-06-06 19:27:29,3.7833,72.9667,83.03,76,93,14.92
444,Raymond,US,2021-06-06 19:27:29,43.9015,-70.4703,94.57,45,66,6.53
445,Tawang,IN,2021-06-06 19:27:30,27.5833,91.8667,55.04,98,96,1.03
446,Burnie,AU,2021-06-06 19:27:30,-41.0667,145.9167,55.36,89,100,17.83
447,Baruun-Urt,MN,2021-06-06 19:24:52,46.6806,113.2792,61.93,41,100,6.58
448,Vostok,RU,2021-06-06 19:27:31,46.4856,135.8833,44.15,94,100,4.79
449,Nantucket,US,2021-06-06 19:21:33,41.2835,-70.0995,86.11,68,1,11.5
450,Sarangani,PH,2021-06-06 19:27:31,5.4033,125.4636,82.74,73,98,5.41
451,Aksarka,RU,2021-06-06 19:27:32,66.5606,67.7975,35.4,61,22,6.08
452,Shasta Lake,US,2021-06-06 19:27:32,40.6804,-122.3708,86.95,19,5,4.59
453,Acapulco,MX,2021-06-06 19:23:26,16.8634,-99.8901,89.42,66,75,9.86
454,Bubaque,GW,2021-06-06 19:24:41,11.2833,-15.8333,79.63,84,68,16.82
455,Spearfish,US,2021-06-06 19:23:50,44.4908,-103.8594,75.27,27,1,1.99
456,Susehri,TR,2021-06-06 19:27:33,40.1644,38.0867,50.18,73,2,3.67
457,Moranbah,AU,2021-06-06 19:27:33,-22.0016,148.0466,49.26,69,2,8.41
458,Voi,KE,2021-06-06 19:27:34,-3.3945,38.563,68.61,82,7,8.19
459,Maragogi,BR,2021-06-06 19:27:34,-9.0122,-35.2225,78.1,81,24,9.71
460,Popondetta,PG,2021-06-06 19:27:34,-8.7537,148.2534,71.53,97,86,2.89
461,Pinega,RU,2021-06-06 19:27:35,64.7001,43.3936,42.28,52,36,9.06
462,Leningradskiy,RU,2021-06-06 19:24:18,69.3833,178.4167,36.68,89,21,11.39
463,Florianopolis,BR,2021-06-06 19:27:35,-27.6146,-48.5012,69.62,76,90,1.99
464,Olot,ES,2021-06-06 19:27:36,42.181,2.4901,70.57,56,79,1.52
465,Kashi,CN,2021-06-06 19:27:36,39.4547,75.9797,74.41,27,40,1.39
466,Camacupa,AO,2021-06-06 19:27:36,-12.0167,17.4833,59.4,45,34,3.49
467,Bandar,ID,2021-06-06 19:27:37,2.05,99.75,71.83,83,53,3.6
468,Alberdi,AR,2021-06-06 19:27:37,-32.8899,-60.6906,62.04,42,0,4.0
469,Yelatma,RU,2021-06-06 19:27:37,54.9675,41.7508,56.16,97,89,6.29
470,Vana-Vigala,EE,2021-06-06 19:27:38,58.7806,24.2522,61.84,78,7,4.32
471,Saint-Francois,FR,2021-06-06 19:23:56,46.4154,3.9054,62.47,85,90,9.22
472,Staryy Nadym,RU,2021-06-06 19:27:39,65.6118,72.6842,37.36,67,11,7.63
473,Balabac,PH,2021-06-06 19:24:07,7.9868,117.0645,82.26,81,100,8.81
474,Siirt,TR,2021-06-06 19:27:39,37.9326,41.9403,65.7,34,0,1.97
475,Shubarshi,KZ,2021-06-06 19:27:40,48.5872,57.1869,66.04,45,100,4.97
476,Shelburne,CA,2021-06-06 19:27:40,44.0787,-80.2041,90.09,34,7,12.59
477,Lysa Nad Labem,CZ,2021-06-06 19:27:40,50.2014,14.8328,70.95,78,33,7.54
478,Karratha,AU,2021-06-06 19:27:41,-20.7377,116.8463,75.15,64,100,7.38
479,Sandakan,MY,2021-06-06 19:27:41,5.8402,118.1179,76.68,94,20,3.44
480,Pedro Juan Caballero,PY,2021-06-06 19:27:41,-22.5472,-55.7333,73.36,78,40,11.5
481,Alta Floresta,BR,2021-06-06 19:23:38,-9.8756,-56.0861,93.02,38,40,3.44
482,Los Llanos De Aridane,ES,2021-06-06 19:24:18,28.6585,-17.9182,65.95,86,20,10.76
483,Shingu,JP,2021-06-06 19:22:55,33.7333,135.9833,68.22,83,100,4.41
484,Serzhen-Yurt,RU,2021-06-06 19:27:43,43.1227,45.9858,58.86,97,92,1.86
485,Fort Morgan,US,2021-06-06 19:27:43,40.2503,-103.8,91.81,30,40,10.36
486,Martapura,ID,2021-06-06 19:27:43,-3.4167,114.85,78.89,94,90,1.32
487,Suluq,LY,2021-06-06 19:27:44,31.6682,20.2521,75.76,41,5,12.86
488,Kedougou,SN,2021-06-06 19:27:44,12.5579,-12.1743,100.15,25,49,3.71
489,Delta Del Tigre,UY,2021-06-06 19:27:44,-34.7633,-56.3853,58.19,61,0,1.99
490,Coffs Harbour,AU,2021-06-06 19:27:45,-30.3,153.1333,44.13,95,0,5.75
491,San Juan Bautista,PE,2021-06-06 19:27:45,-14.0108,-75.7358,61.18,36,0,6.82
492,Buraydah,SA,2021-06-06 19:24:17,26.326,43.975,99.05,9,4,12.01
493,Victor Harbor,AU,2021-06-06 19:27:46,-35.5667,138.6167,62.47,72,98,1.01
494,Hanstholm,DK,2021-06-06 19:27:46,57.1167,8.6167,60.75,89,81,9.4
495,Ngunguru,NZ,2021-06-06 19:24:49,-35.6167,174.5,58.15,92,100,27.69
496,Hualmay,PE,2021-06-06 19:27:46,-11.0964,-77.6139,69.98,67,36,10.18
497,Takaungu,KE,2021-06-06 19:27:47,-3.6837,39.8566,79.29,78,0,19.77
498,Abu Zabad,SD,2021-06-06 19:24:08,12.35,29.25,87.19,37,93,8.75
499,Havelock,US,2021-06-06 19:24:47,34.8791,-76.9013,86.05,78,75,7.0
500,Termoli,IT,2021-06-06 19:27:48,41.9888,14.9895,68.07,78,69,6.64
501,Bushehr,IR,2021-06-06 19:27:48,28.9684,50.8385,95.09,43,0,21.85
502,Trelew,AR,2021-06-06 19:27:49,-43.249,-65.3051,56.12,35,12,16.93
503,Aleksandrov Gay,RU,2021-06-06 19:27:49,50.147,48.5704,63.9,72,68,4.92
504,Iquique,CL,2021-06-06 19:23:28,-20.2208,-70.1431,62.64,66,100,10.36
505,Bibai,JP,2021-06-06 19:27:50,43.3247,141.8586,54.54,94,100,2.89
506,Mirnyy,RU,2021-06-06 19:27:50,62.5353,113.9611,42.39,74,95,14.0
507,Askiz,RU,2021-06-06 19:27:51,53.1319,90.5264,42.85,93,37,6.76
508,Mosquera,CO,2021-06-06 19:23:28,4.7059,-74.2302,62.69,67,75,6.91
509,Vanavara,RU,2021-06-06 19:27:51,60.34,102.2797,34.03,77,7,4.92
510,Nalut,LY,2021-06-06 19:27:51,30.3333,10.85,93.42,11,63,12.41
511,Taunggyi,MM,2021-06-06 19:27:52,20.7833,97.0333,64.51,95,100,3.0
512,Plettenberg Bay,ZA,2021-06-06 19:27:52,-34.0527,23.3716,68.11,26,5,10.6
513,Byron Bay,AU,2021-06-06 19:27:52,-28.65,153.6167,50.88,91,13,7.7
514,Kalmeshwar,IN,2021-06-06 19:27:53,21.2333,78.9,83.82,46,47,6.42
515,Gobabis,NA,2021-06-06 19:27:53,-22.45,18.9667,49.5,48,0,11.88
516,Santana Do Livramento,BR,2021-06-06 19:26:31,-30.8908,-55.5328,58.15,63,100,11.54
517,Colquiri,BO,2021-06-06 19:27:54,-17.4167,-67.1333,46.44,37,58,12.3
518,Moroni,KM,2021-06-06 19:27:54,-11.7022,43.2551,76.73,75,21,15.01
519,Alyangula,AU,2021-06-06 19:24:23,-13.8483,136.4192,71.47,100,40,9.89
520,Matagami,CA,2021-06-06 19:27:55,49.7502,-77.6328,80.71,36,1,8.9
521,Bonavista,CA,2021-06-06 19:24:50,48.6499,-53.1147,50.0,86,100,24.99
522,Luvianos,MX,2021-06-06 19:27:55,18.9167,-100.4,84.52,38,82,4.29
523,Fountain Hills,US,2021-06-06 19:27:56,33.6117,-111.7174,101.05,12,1,8.99
524,Taltal,CL,2021-06-06 19:24:00,-25.4,-70.4833,64.15,71,12,6.96
525,Quelimane,MZ,2021-06-06 19:27:56,-17.8786,36.8883,66.33,78,84,5.59
526,Smithers,CA,2021-06-06 19:27:57,54.7804,-127.1743,52.12,62,75,6.91
527,Mormugao,IN,2021-06-06 19:23:00,15.4,73.8,79.86,94,40,3.44
528,Whyalla,AU,2021-06-06 19:27:57,-33.0333,137.5833,57.09,67,4,16.11
529,Belaya Gora,RU,2021-06-06 19:27:58,68.5333,146.4167,38.07,91,100,7.36
530,Bafra,TR,2021-06-06 19:27:58,41.5678,35.9069,56.98,74,2,4.23
531,Yatou,CN,2021-06-06 19:27:58,37.15,122.3833,68.59,66,100,5.91
532,Dolores,AR,2021-06-06 19:27:59,-36.3132,-57.6792,55.24,48,100,5.75
533,Oktyabrskiy,RU,2021-06-06 19:27:59,54.4815,53.471,56.73,73,7,1.16
534,Qurayyat,SA,2021-06-06 19:27:59,31.3318,37.3428,77.18,22,0,16.91
535,Dali,CN,2021-06-06 19:28:00,25.7,100.1833,63.16,87,100,4.88
536,Cerrito,CO,2021-06-06 19:28:00,6.8432,-72.694,58.39,93,100,3.58
537,Horsham,GB,2021-06-06 19:28:01,51.064,-0.3272,69.66,73,0,6.55
538,Bilibino,RU,2021-06-06 19:28:01,68.0546,166.4372,60.84,48,6,4.74
539,Abashiri,JP,2021-06-06 19:28:01,44.0213,144.2697,50.92,82,100,5.08
540,Nueva Loja,EC,2021-06-06 19:24:04,0.0847,-76.8828,76.48,100,90,3.44
541,Yhu,PY,2021-06-06 19:28:02,-25.05,-55.9167,67.69,89,78,8.93
542,Kieta,PG,2021-06-06 19:28:02,-6.2167,155.6333,78.13,85,100,4.83
543,Kruisfontein,ZA,2021-06-06 19:23:15,-34.0033,24.7314,62.89,21,0,8.46
544,Dvinskoy,RU,2021-06-06 19:28:03,62.1535,45.1175,60.4,75,25,7.58
545,Safaga,EG,2021-06-06 19:28:03,26.7292,33.9365,85.95,36,0,10.16
546,Eichenzell,DE,2021-06-06 19:28:04,50.4934,9.6961,63.48,98,100,3.0
547,Zelenets,RU,2021-06-06 19:28:04,61.8849,50.7489,61.05,66,77,5.66
